t,imu_gx,imu_gy,imu_gz,imu_ax,imu_ay,imu_az,gps_t,gps_px,gps_py,gps_pz,gps_vx,gps_vy,gps_vz,gps_valid,baro_alt,baro_valid
13.530000,-0.147382,0.009525,0.011460,1.066150,1.358091,-9.247193,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.532500,0.055313,-0.102697,0.127098,1.972316,-1.189970,-9.320332,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.535000,-0.018152,-0.028061,0.045931,0.876717,1.726927,-12.550966,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.537500,0.093770,0.126248,0.369259,1.904972,-0.691327,-12.429075,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.540000,0.313282,0.028929,0.064659,1.612240,1.838598,-5.382898,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.542500,0.083856,-0.105294,0.233715,-0.347029,-5.236542,-7.789464,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,77.5242,1
13.545000,0.086645,0.167115,0.143808,0.254084,-1.548803,-9.586690,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.547500,0.062675,0.092031,-0.097659,-0.392035,1.086161,-9.090046,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.550000,0.090456,0.082785,0.234208,1.356537,-0.010828,-11.907424,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.552500,0.029716,-0.168389,0.121168,0.840234,0.571731,-7.334452,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.555000,-0.064784,-0.053738,0.096084,-1.783665,-2.429923,-10.016705,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.557500,0.016793,0.037567,-0.031851,0.652732,1.944507,-12.016087,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.560000,0.132455,-0.065640,0.050145,1.084595,1.407769,-10.337300,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.562500,0.090609,0.128825,0.064817,4.340539,0.293896,-10.487692,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,77.7385,1
13.565000,-0.060398,0.015062,0.100853,2.171577,-0.883216,-10.285373,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.567500,0.112058,-0.007586,0.015812,-0.663954,2.748751,-12.856351,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.570000,-0.073694,-0.040334,0.104240,0.396269,3.174611,-10.680944,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.572500,0.110361,0.016341,0.250514,1.416729,-1.307887,-9.810501,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.575000,0.062623,-0.032793,0.137351,2.671330,-2.897242,-12.571297,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.577500,0.040159,-0.023120,-0.022665,-2.233539,0.214173,-9.796428,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.580000,0.023744,0.011346,-0.057831,3.971012,3.338221,-6.317836,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.582500,0.085392,-0.029739,0.150975,4.081273,1.091698,-9.213047,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,76.7466,1
13.585000,-0.192760,-0.176120,0.135940,2.558861,0.770446,-10.278088,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.587500,0.152237,0.106941,0.115243,2.316782,6.505760,-10.137967,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.590000,-0.013927,-0.164245,0.224461,-1.674517,-2.106927,-8.188947,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.592500,-0.165658,0.056335,0.164361,1.737404,0.031766,-9.169414,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.595000,-0.036441,-0.103085,0.112357,1.805042,-1.413189,-11.093833,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.597500,-0.063027,-0.002932,0.048106,-0.490131,-1.946419,-9.736857,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.600000,-0.121169,-0.017144,0.024486,-1.102539,0.560565,-10.939849,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.602500,0.011496,0.040851,0.114010,0.244530,4.609553,-7.804602,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,77.8668,1
13.605000,-0.041830,0.095396,0.069493,-1.333567,-0.337808,-14.274967,13.402500,-0.7743,3.3134,-79.7178,0.093079,-0.002033,-2.859834,1,0.0000,0
13.607500,0.129063,0.075422,0.087054,-0.714455,0.270900,-11.852009,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.610000,-0.078231,0.010811,0.199074,1.610397,3.320848,-8.688059,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.612500,-0.000199,0.022499,0.102322,-0.832222,-4.976882,-15.661432,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.615000,-0.249019,0.143271,0.300047,3.974330,1.865158,-10.519998,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.617500,0.071990,-0.063936,0.087083,-0.066107,-0.138839,-12.279234,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.620000,0.074135,0.050580,0.166317,2.154314,0.723312,-11.098886,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.622500,0.094917,-0.092184,0.234994,1.547832,1.157038,-14.399205,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,78.8090,1
13.625000,0.040664,0.141035,0.158254,2.312850,2.992638,-11.137783,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.627500,-0.046912,-0.071295,0.004333,0.154817,-1.066242,-7.280114,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.630000,-0.045695,0.017241,-0.101696,1.345640,1.992072,-7.993950,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.632500,0.062932,-0.086926,-0.015486,3.833876,1.922786,-10.274116,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.635000,0.018475,-0.012762,0.295985,-0.367252,0.680173,-10.351908,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.637500,0.122629,0.059535,0.129854,1.769096,-1.264878,-10.250511,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.640000,-0.010971,0.037728,0.096846,1.398638,0.607335,-13.065465,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.642500,0.073825,-0.028978,0.380791,1.906911,-1.373289,-13.040738,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,77.5507,1
13.645000,-0.042173,0.184788,0.152538,2.077804,2.111613,-3.669285,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.647500,0.045185,0.133342,0.033319,0.887857,-1.115893,-12.422385,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.650000,-0.006015,-0.155085,0.110212,0.597900,-0.886898,-10.415390,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.652500,0.038084,0.015081,0.068187,2.397976,3.732715,-7.576759,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.655000,0.111509,0.073335,0.187351,0.991649,0.555383,-14.489571,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.657500,0.042651,0.123270,-0.066569,-2.298425,-0.240554,-6.504763,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.660000,0.126925,0.115353,0.082309,0.165360,4.107122,-5.795041,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.662500,-0.061631,-0.165084,0.327638,2.175937,1.440088,-7.442744,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,78.1660,1
13.665000,-0.025503,0.075472,0.331666,1.385911,2.154271,-7.706337,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.667500,-0.130062,-0.021172,0.059383,-0.468965,-0.818209,-9.628154,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.670000,0.111313,0.039154,0.285470,-0.666560,0.823115,-7.389395,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.672500,-0.070123,0.019333,0.112418,0.477319,0.435171,-10.098362,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.675000,0.097763,0.085383,0.264698,-2.868704,-1.824058,-8.404342,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.677500,-0.042727,0.095999,0.014195,0.140031,0.400149,-11.239081,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.680000,0.318733,-0.076583,0.077672,0.865757,-4.157637,-7.564747,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.682500,0.109360,-0.020917,0.300885,2.796699,2.434299,-12.261359,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,77.6607,1
13.685000,0.042440,-0.126374,0.119592,-0.546338,2.324184,-11.181760,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.687500,0.024320,0.006105,-0.050494,1.806900,-0.088373,-8.719253,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.690000,0.047051,0.163499,0.063602,-0.356652,0.451663,-8.755028,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.692500,0.032636,0.190012,-0.033109,0.795003,1.846040,-9.773358,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.695000,0.090647,0.074989,0.146115,2.052902,-0.240335,-11.669405,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.697500,-0.079203,-0.024542,-0.015466,2.497324,4.449868,-9.519970,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.700000,-0.065296,0.013481,-0.081749,-0.808319,2.100674,-9.079204,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.702500,-0.024304,-0.049425,0.119074,1.779035,-0.187478,-14.135486,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,78.6475,1
13.705000,0.163520,-0.099380,0.132249,0.871813,1.562223,-8.715163,13.502500,0.0473,0.9490,-77.5950,-0.192337,0.219686,-2.865127,1,0.0000,0
13.707500,0.128040,-0.007230,0.170064,-1.922662,3.375489,-9.528829,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.710000,0.106003,-0.001783,0.149010,2.672608,-0.187223,-7.523578,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.712500,0.021939,-0.006096,0.129354,-0.911844,1.076069,-11.186558,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.715000,-0.109502,-0.234917,0.093778,-2.012840,-2.708690,-10.460250,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.717500,0.046184,-0.073675,0.134331,-0.900149,4.264209,-11.876047,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.720000,-0.100852,-0.010588,0.056429,3.696510,0.112019,-8.470356,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.722500,0.098197,-0.231702,0.111033,1.162574,2.839732,-10.152865,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,78.0479,1
13.725000,0.077926,0.095602,-0.009062,-0.195969,-2.907901,-6.810968,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.727500,0.118235,-0.033866,-0.005184,1.753598,1.176949,-12.645321,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.730000,-0.139929,0.114071,0.076405,2.560964,1.494497,-13.706965,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.732500,0.009161,-0.138233,0.212223,-1.705931,2.371024,-8.179607,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.735000,-0.002640,-0.079968,0.170697,0.812832,0.425828,-13.688253,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.737500,0.078308,0.117291,0.284470,0.252909,-0.397276,-8.627412,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.740000,0.043443,0.064383,0.244618,-3.219359,-1.548894,-12.853045,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.742500,-0.034870,0.141692,0.211344,1.472475,1.834995,-8.936433,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,78.8111,1
13.745000,-0.056203,0.006030,0.138109,-1.357524,-2.444564,-10.389788,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.747500,-0.042848,0.014889,0.164724,-2.013655,-1.971967,-8.308222,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.750000,-0.107400,0.025860,0.048648,0.655319,-1.575099,-8.578992,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.752500,0.228389,0.033440,0.161274,-1.731868,1.480506,-9.851105,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.755000,0.033911,0.004679,0.189152,-0.117446,-1.529292,-12.574620,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.757500,-0.026875,-0.182291,0.088896,-0.302818,1.738433,-11.375072,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.760000,-0.055958,0.002530,0.064170,-1.039024,0.860553,-10.676984,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.762500,-0.047081,0.153989,0.042887,-3.307134,-0.230301,-13.312820,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,78.8498,1
13.765000,0.106134,0.103188,0.105949,0.067508,-0.885304,-4.904918,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.767500,-0.044849,0.049349,0.268917,3.917845,1.168443,-5.602341,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.770000,0.139577,-0.066048,0.172532,1.026017,-1.176899,-8.340213,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.772500,0.092496,0.074909,0.041281,-1.040803,-3.121140,-8.834669,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.775000,-0.046118,0.043392,-0.089376,0.929074,2.595631,-10.366384,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.777500,-0.032213,0.006365,0.065225,0.321731,-3.198801,-9.072700,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.780000,0.088674,-0.025274,0.261017,0.326924,-1.609850,-9.991934,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.782500,0.019949,0.162834,0.106032,1.809930,-3.496454,-8.369991,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,78.7977,1
13.785000,-0.081067,0.075098,0.228885,-0.249327,0.130274,-13.902684,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.787500,-0.065958,0.025349,-0.002024,0.378835,-3.205018,-5.111735,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.790000,-0.013831,0.056864,0.122114,1.399532,-5.239235,-10.923939,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.792500,0.116697,0.121265,-0.000334,-0.086449,-1.802687,-6.882824,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.795000,-0.001935,-0.063783,0.354429,2.529737,1.829789,-10.547875,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.797500,-0.090830,0.014018,-0.061803,0.086189,1.523567,-13.820798,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.800000,-0.093690,-0.039358,0.088523,-1.749325,0.936225,-12.732880,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.802500,-0.036500,-0.042109,0.200823,2.261425,-4.845418,-10.643758,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,78.4839,1
13.805000,-0.065917,0.193637,0.165900,-0.027397,1.587760,-8.263182,13.602500,-1.5409,-2.1554,-79.6536,0.200610,0.038566,-2.818252,1,0.0000,0
13.807500,0.140966,-0.059904,0.176102,2.507412,-2.097367,-6.213060,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.810000,0.097098,-0.070798,-0.074818,1.416294,2.522029,-8.641561,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.812500,0.033388,-0.010470,0.095004,-4.257309,5.081230,-9.116844,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.815000,-0.005571,0.076546,0.008644,-2.375714,1.574696,-9.160668,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.817500,0.195516,0.057169,0.143865,3.028318,-0.646252,-8.676067,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.820000,0.010302,-0.015163,0.044539,-1.116679,-0.381555,-9.707303,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.822500,0.084837,0.099865,0.210503,0.084131,2.565236,-6.615768,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,78.0182,1
13.825000,-0.073981,-0.013955,0.180883,-0.849754,-0.921623,-5.982935,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.827500,-0.160259,0.041877,-0.090214,0.854164,-1.869112,-9.509347,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.830000,-0.204012,-0.118757,0.041804,-0.708558,1.291670,-10.407595,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.832500,0.098340,0.030439,0.130044,2.003314,1.000690,-10.439786,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.835000,-0.067846,-0.144713,0.280106,0.476620,3.634468,-8.850928,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.837500,0.060484,0.288936,0.232862,-0.656973,5.483718,-11.405100,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.840000,0.113416,0.031024,0.232486,-1.321901,-0.704160,-9.769057,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.842500,0.097080,0.077843,-0.032982,2.330037,-1.762923,-9.827941,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,79.5097,1
13.845000,-0.096216,0.045037,0.115626,-1.148981,-0.228885,-11.535930,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.847500,-0.005709,-0.015352,0.064973,1.003555,3.544765,-9.162448,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.850000,-0.019379,0.067714,-0.031491,1.239370,-1.276931,-5.414285,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.852500,-0.213271,0.034365,0.185694,1.089414,-1.570826,-11.830253,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.855000,0.067778,-0.055957,0.176453,-2.800200,-0.890107,-10.100065,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.857500,-0.049907,0.001179,0.038531,-0.411086,-2.928777,-7.919624,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.860000,-0.080226,0.017833,0.021047,0.469801,0.427631,-8.811411,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.862500,-0.039513,0.156220,-0.017433,-1.103319,-2.789578,-11.523725,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,78.8408,1
13.865000,-0.007980,0.305873,0.219677,-1.982102,-3.437817,-7.661349,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.867500,-0.013865,-0.037067,0.035223,0.921397,-1.527223,-11.666504,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.870000,0.061473,-0.110876,0.094400,-1.496036,2.563397,-10.291142,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.872500,-0.094398,0.046555,-0.023650,0.516544,1.215998,-10.168913,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.875000,-0.049187,0.237066,-0.043417,1.453369,-1.426320,-10.133612,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.877500,-0.082196,0.038662,0.230794,-1.858482,0.085616,-11.098909,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.880000,0.002725,0.102771,0.240950,1.602457,-3.837383,-9.298813,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.882500,0.136426,0.165320,0.213452,0.499133,-0.228263,-8.870072,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,79.4831,1
13.885000,-0.014177,-0.101193,0.109772,0.822005,-2.574728,-8.705524,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.887500,-0.027016,0.081616,0.023588,3.119049,1.050443,-8.844824,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.890000,0.057075,-0.073956,0.202325,-2.270933,4.796567,-11.448881,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.892500,-0.203781,0.040673,0.138455,1.902753,2.154004,-11.260562,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.895000,-0.074893,-0.145226,0.214199,0.941787,0.103250,-5.970469,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.897500,-0.049995,0.017219,0.177617,-2.576147,-0.958420,-6.580501,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.900000,-0.045081,-0.038777,0.263204,-1.305917,-0.389702,-10.232406,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.902500,0.170849,-0.076736,0.070844,1.328700,1.687606,-11.012193,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,79.1657,1
13.905000,0.074341,-0.117700,0.199356,2.351040,1.993174,-12.637516,13.702500,-1.0348,0.9996,-75.2293,0.155225,-0.001512,-2.662827,1,0.0000,0
13.907500,-0.107658,-0.053813,0.170946,-1.156317,2.768484,-8.165193,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.910000,0.142076,0.121372,0.141338,-2.568128,0.592226,-10.632360,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.912500,0.125891,-0.044410,-0.009541,0.212640,-0.536514,-7.691640,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.915000,-0.008082,-0.183717,0.093731,4.025192,0.759228,-10.371320,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.917500,-0.033257,0.014626,0.115557,-1.221911,-1.078073,-10.654973,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.920000,-0.007490,0.109567,0.154194,1.342375,-1.183384,-13.694403,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.922500,-0.119877,0.146867,0.314998,0.158056,2.785025,-11.206050,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,78.9930,1
13.925000,0.104054,-0.056691,0.170239,3.459119,0.586751,-11.598910,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.927500,-0.091471,-0.035927,0.121353,-5.205871,-3.221597,-6.415205,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.930000,0.204712,0.017015,0.217645,0.509014,-2.109738,-12.410047,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.932500,0.287056,0.036459,0.121718,-2.153203,0.855396,-5.781731,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.935000,0.057676,-0.015889,0.119498,-1.425013,-0.362171,-12.434830,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.937500,0.034468,-0.023281,0.041503,-0.562076,2.576510,-9.403424,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.940000,-0.085956,-0.082798,0.109239,-1.398182,4.496224,-10.141424,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.942500,-0.114583,0.017758,0.138890,1.075322,0.730240,-7.021193,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,79.3835,1
13.945000,-0.075449,-0.062534,0.203901,0.045090,-0.804660,-11.590823,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.947500,0.057396,0.027045,0.235105,-0.328088,3.482351,-7.881464,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
13.950000,0.064891,-0.006276,0.162914,0.140003,1.042206,-7.553767,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0,0.0000,0
