t,sensor,innov_0,innov_1,innov_2,innov_3,innov_4,innov_5,nis,dim,accepted
7.960000,MAG,0.80557260,-0.84850704,1.41234787,0.00000000,0.00000000,0.00000000,5.239063,3,1
7.960000,BARO,-0.32727836,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.411976,1,1
7.980000,MAG,0.54570623,0.18829873,0.50197395,0.00000000,0.00000000,0.00000000,0.885347,3,1
7.980000,BARO,0.19826894,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.151295,1,1
8.000000,GPS,1.91035997,2.35474956,0.49523722,0.18671675,-0.08333287,-0.26923872,7.334386,6,1
8.000000,MAG,0.13340247,0.02997960,-0.99225885,0.00000000,0.00000000,0.00000000,1.526823,3,1
8.000000,BARO,-0.36444432,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.509758,1,1
8.020000,MAG,-0.00046183,-0.62303237,-0.57657057,0.00000000,0.00000000,0.00000000,1.046866,3,1
8.020000,BARO,0.47106950,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.852354,1,1
8.040000,MAG,0.78381178,-0.06484644,2.16416305,0.00000000,0.00000000,0.00000000,8.226580,3,1
8.040000,BARO,-0.04855144,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.009061,1,1
8.060000,MAG,0.80799110,0.23323538,0.56826550,0.00000000,0.00000000,0.00000000,1.547813,3,1
8.060000,BARO,0.19835313,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.151338,1,1
8.080000,MAG,-0.04007030,-0.49929568,0.93432889,0.00000000,0.00000000,0.00000000,1.736251,3,1
8.080000,BARO,-0.12301658,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.058247,1,1
8.100000,MAG,0.74754807,-0.31958949,1.36272338,0.00000000,0.00000000,0.00000000,3.925890,3,1
8.100000,BARO,-0.59453135,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.361292,1,1
8.102500,GPS,-4.33814883,-0.82870427,1.88448961,-0.04031736,0.14159184,0.19402029,11.529181,6,1
8.120000,MAG,0.99033503,-0.56330985,1.80284553,0.00000000,0.00000000,0.00000000,7.095099,3,1
8.120000,BARO,-0.22440090,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.193094,1,1
8.140000,MAG,1.12920772,0.89078277,1.50055323,0.00000000,0.00000000,0.00000000,6.459763,3,1
8.140000,BARO,0.18103707,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.125783,1,1
8.160000,MAG,-0.85967997,-0.42869441,-0.50716051,0.00000000,0.00000000,0.00000000,1.745885,3,1
8.160000,BARO,-0.25518983,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.250121,1,1
8.180000,MAG,0.15090784,-0.11454574,1.42088707,0.00000000,0.00000000,0.00000000,3.181138,3,1
8.180000,BARO,-1.24383456,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,5.946504,1,1
8.200000,MAG,-0.23763452,-0.87070539,0.63242997,0.00000000,0.00000000,0.00000000,1.826251,3,1
8.200000,BARO,0.44878259,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.774636,1,1
8.202500,GPS,1.75798429,-1.69366585,-0.13698353,-0.12963778,-0.28364023,-0.08613331,5.377552,6,1
8.220000,MAG,0.41177266,1.18630277,0.59524803,0.00000000,0.00000000,0.00000000,2.768137,3,1
8.220000,BARO,-0.24883903,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.237443,1,1
8.240000,MAG,0.99966821,1.07275620,0.68684869,0.00000000,0.00000000,0.00000000,3.810792,3,1
8.240000,BARO,0.52448514,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.055734,1,1
8.260000,MAG,0.77860898,-0.79913419,-0.57039144,0.00000000,0.00000000,0.00000000,2.262517,3,1
8.260000,BARO,0.16107211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.099648,1,1
8.280000,MAG,-0.69115685,-0.12363632,1.77544253,0.00000000,0.00000000,0.00000000,5.488244,3,1
8.280000,BARO,0.27560355,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.291950,1,1
8.300000,MAG,0.87664451,-0.85573672,0.63608129,0.00000000,0.00000000,0.00000000,2.908933,3,1
8.300000,BARO,0.43896429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.741116,1,1
8.302500,GPS,-1.30741550,0.27531986,-0.43506905,-0.08633537,0.01135736,0.08097108,1.228851,6,1
8.320000,MAG,0.22734159,0.69374335,1.30291735,0.00000000,0.00000000,0.00000000,3.319374,3,1
8.320000,BARO,0.13246653,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.067292,1,1
8.340000,MAG,0.82640154,0.45356680,0.86864765,0.00000000,0.00000000,0.00000000,2.463139,3,1
8.340000,BARO,0.38853871,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.579411,1,1
8.360000,MAG,0.15698052,1.07111145,1.42151112,0.00000000,0.00000000,0.00000000,4.715859,3,1
8.360000,BARO,-0.58246437,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.303149,1,1
8.380000,MAG,1.45433486,-0.06516786,1.01555385,0.00000000,0.00000000,0.00000000,4.793871,3,1
8.380000,BARO,-0.94451943,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.429169,1,1
8.400000,MAG,-0.16927730,-0.34450173,-0.08060338,0.00000000,0.00000000,0.00000000,0.223512,3,1
8.400000,BARO,0.38553570,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.571722,1,1
8.402500,GPS,-0.67837548,1.23025648,-1.39750867,-0.16872291,-0.10639550,0.00386287,2.805587,6,1
8.420000,MAG,0.28508841,-2.75443936,2.04103017,0.00000000,0.00000000,0.00000000,17.903867,3,0
8.420000,BARO,-0.19444701,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.144810,1,1
8.440000,MAG,1.35569498,-1.35812267,-0.48386807,0.00000000,0.00000000,0.00000000,5.581989,3,1
8.440000,BARO,-0.64611164,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.600346,1,1
8.460000,MAG,0.07472537,0.19990594,0.50640296,0.00000000,0.00000000,0.00000000,0.453787,3,1
8.460000,BARO,1.04528810,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.192207,1,1
8.480000,MAG,0.43982474,1.13586966,-0.47212541,0.00000000,0.00000000,0.00000000,2.498146,3,1
8.480000,BARO,-1.06767538,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.377166,1,1
8.500000,MAG,-0.74186957,0.49785695,2.07293655,0.00000000,0.00000000,0.00000000,7.583071,3,1
8.500000,BARO,0.05118619,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.010068,1,1
8.502500,GPS,-0.27993181,3.77890858,1.88965972,-0.04506083,0.14863223,0.24998037,10.056968,6,1
8.520000,MAG,-0.34091816,0.13945443,1.89208196,0.00000000,0.00000000,0.00000000,5.601546,3,1
8.520000,BARO,-0.63868966,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.562350,1,1
8.540000,MAG,0.43666841,0.23845451,1.24690203,0.00000000,0.00000000,0.00000000,2.762614,3,1
8.540000,BARO,0.98197075,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.696563,1,1
8.560000,MAG,1.59426208,-1.63691067,-0.38671893,0.00000000,0.00000000,0.00000000,7.784744,3,1
8.560000,BARO,-0.25785061,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.255099,1,1
8.580000,MAG,0.49852802,-0.23695726,1.14777188,0.00000000,0.00000000,0.00000000,2.531115,3,1
8.580000,BARO,-0.45854039,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.807368,1,1
8.600000,MAG,0.58825906,-0.26873349,0.37025366,0.00000000,0.00000000,0.00000000,0.847880,3,1
8.600000,BARO,0.04297369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.007096,1,1
8.602500,GPS,-0.47807689,0.92892903,1.39034027,0.19934230,-0.12068449,-0.03547544,2.882736,6,1
8.620000,MAG,-0.43047933,-0.83294365,0.79986459,0.00000000,0.00000000,0.00000000,2.251061,3,1
8.620000,BARO,-0.59227274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.343598,1,1
8.640000,MAG,0.50358996,0.25476887,0.17237726,0.00000000,0.00000000,0.00000000,0.506407,3,1
8.640000,BARO,0.12885919,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.063659,1,1
8.660000,MAG,-0.92288294,-0.64365676,0.72267943,0.00000000,0.00000000,0.00000000,2.602171,3,1
8.660000,BARO,0.14712326,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.083054,1,1
8.680000,MAG,0.57999784,-0.02840351,1.12852624,0.00000000,0.00000000,0.00000000,2.499758,3,1
8.680000,BARO,0.03231081,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.004009,1,1
8.700000,MAG,-0.20614313,0.25441289,2.72384633,0.00000000,0.00000000,0.00000000,11.482156,3,1
8.700000,BARO,-0.11636614,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.052037,1,1
8.702500,GPS,1.08020912,0.59450117,-0.05816914,0.19130567,-0.01176172,0.30990171,4.573098,6,1
8.720000,MAG,-0.09015600,0.35285253,0.15469317,0.00000000,0.00000000,0.00000000,0.221129,3,1
8.720000,BARO,0.00710346,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000193,1,1
8.740000,MAG,-1.12819117,-1.78028230,0.58150936,0.00000000,0.00000000,0.00000000,6.856473,3,1
8.740000,BARO,0.49437876,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.936195,1,1
8.760000,MAG,-0.04237658,0.07519378,0.38591993,0.00000000,0.00000000,0.00000000,0.235666,3,1
8.760000,BARO,-0.54425183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.135654,1,1
8.780000,MAG,1.02903571,0.90080281,-0.37543384,0.00000000,0.00000000,0.00000000,2.898551,3,1
8.780000,BARO,0.41796075,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.670326,1,1
8.800000,MAG,-0.89131380,-0.72338614,2.25625292,0.00000000,0.00000000,0.00000000,9.672477,3,1
8.800000,BARO,-0.16527978,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.104905,1,1
8.802500,GPS,0.93266367,-0.45406685,-0.61320725,0.18553069,-0.07812427,0.24099456,3.503169,6,1
8.820000,MAG,1.55154541,-0.00523650,0.64309878,0.00000000,0.00000000,0.00000000,4.182883,3,1
8.820000,BARO,0.48123526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.886198,1,1
8.840000,MAG,-0.26446033,0.55216414,0.53594866,0.00000000,0.00000000,0.00000000,0.952008,3,1
8.840000,BARO,0.88565804,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.004557,1,1
8.860000,MAG,0.11481710,1.00601580,1.22178209,0.00000000,0.00000000,0.00000000,3.702122,3,1
8.860000,BARO,-0.44048260,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.743884,1,1
8.880000,MAG,0.00981413,-0.51558615,-0.22992063,0.00000000,0.00000000,0.00000000,0.460448,3,1
8.880000,BARO,0.70618992,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.913636,1,1
8.900000,MAG,2.32200583,-0.18525556,0.85976545,0.00000000,0.00000000,0.00000000,9.240205,3,1
8.900000,BARO,0.02181704,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.001828,1,1
8.902500,GPS,1.70972520,0.23616336,2.61660840,0.19212207,0.14766041,0.07120933,5.983567,6,1
8.920000,MAG,0.68015782,-0.72917393,-0.36303538,0.00000000,0.00000000,0.00000000,1.601080,3,1
8.920000,BARO,0.07218978,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.019943,1,1
8.940000,MAG,0.62558359,0.04773587,2.23692143,0.00000000,0.00000000,0.00000000,8.349646,3,1
8.940000,BARO,-0.31725187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.385550,1,1
8.960000,MAG,-0.86945319,0.83419598,0.76947430,0.00000000,0.00000000,0.00000000,2.936597,3,1
8.960000,BARO,-0.07324730,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.020571,1,1
8.980000,MAG,1.48346102,0.36461268,0.14110473,0.00000000,0.00000000,0.00000000,3.432083,3,1
8.980000,BARO,0.43949015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.741203,1,1
9.000000,MAG,0.10982817,0.68535212,1.00556469,0.00000000,0.00000000,0.00000000,2.221978,3,1
9.000000,BARO,0.25595285,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.251593,1,1
9.002500,GPS,-0.77835116,-0.98592776,-1.22992010,0.29714242,-0.12761951,0.00087713,4.240311,6,1
9.020000,MAG,-0.41248294,0.49393456,-0.82441076,0.00000000,0.00000000,0.00000000,1.703031,3,1
9.020000,BARO,-0.14889168,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.084778,1,1
9.040000,MAG,0.56473007,-1.04494845,0.39609720,0.00000000,0.00000000,0.00000000,2.338724,3,1
9.040000,BARO,0.18122487,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.125729,1,1
9.060000,MAG,1.47922440,-0.29996975,3.90106214,0.00000000,0.00000000,0.00000000,27.207965,3,0
9.060000,BARO,0.28242695,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.305655,1,1
9.080000,MAG,0.36540905,-0.63291332,1.07316561,0.00000000,0.00000000,0.00000000,2.624597,3,1
9.080000,BARO,0.52568236,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.059873,1,1
9.100000,MAG,0.11444515,0.35435859,0.34515977,0.00000000,0.00000000,0.00000000,0.377659,3,1
9.100000,BARO,0.08870448,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.030203,1,1
9.102500,GPS,-1.52802301,-2.16116194,-3.34179613,-0.11445079,-0.10423503,0.11966696,9.003675,6,1
9.120000,MAG,0.36362766,0.30031842,0.51717074,0.00000000,0.00000000,0.00000000,0.730565,3,1
9.120000,BARO,0.49409471,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.933607,1,1
9.140000,MAG,0.55870765,-0.75094206,-1.31175283,0.00000000,0.00000000,0.00000000,3.779783,3,1
9.140000,BARO,-0.46789159,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.838088,1,1
9.160000,MAG,-0.08001520,-1.06614562,1.47429552,0.00000000,0.00000000,0.00000000,5.083861,3,1
9.160000,BARO,0.30887156,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.365574,1,1
9.180000,MAG,-0.00547471,-1.66214060,0.60180232,0.00000000,0.00000000,0.00000000,4.637826,3,1
9.180000,BARO,-0.89599165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.079037,1,1
9.200000,MAG,0.19606610,0.63800384,1.81628860,0.00000000,0.00000000,0.00000000,5.670606,3,1
9.200000,BARO,-0.54159329,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.125931,1,1
9.202500,GPS,2.35308502,-1.13351884,-0.41949339,0.22065345,0.07481632,0.14837958,5.099613,6,1
9.220000,MAG,-0.11358457,0.37583670,1.91161847,0.00000000,0.00000000,0.00000000,5.736684,3,1
9.220000,BARO,-0.65688879,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.650245,1,1
9.240000,MAG,-1.03222125,-0.59871903,0.99281518,0.00000000,0.00000000,0.00000000,3.502292,3,1
9.240000,BARO,1.16052083,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,5.156149,1,1
9.260000,MAG,1.20324482,-1.13919613,2.45490562,0.00000000,0.00000000,0.00000000,13.694908,3,1
9.260000,BARO,-0.04560773,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.007971,1,1
9.280000,MAG,0.82236476,0.12477737,0.57276755,0.00000000,0.00000000,0.00000000,1.541037,3,1
9.280000,BARO,0.32906441,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.415325,1,1
9.300000,MAG,1.11776110,1.31518433,1.48956789,0.00000000,0.00000000,0.00000000,7.723404,3,1
9.300000,BARO,-0.18386398,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.129771,1,1
9.302500,GPS,-0.46446605,3.41543393,1.97972091,-0.00930989,-0.03991008,0.02339922,6.881813,6,1
9.320000,MAG,0.50771756,0.12586146,0.74626892,0.00000000,0.00000000,0.00000000,1.267976,3,1
9.320000,BARO,0.03790453,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.005492,1,1
9.340000,MAG,0.90863853,0.27715421,-0.04502017,0.00000000,0.00000000,0.00000000,1.288215,3,1
9.340000,BARO,-0.11957484,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.054715,1,1
9.360000,MAG,0.37017281,-1.33971426,1.63526796,0.00000000,0.00000000,0.00000000,7.109956,3,1
9.360000,BARO,-0.37458084,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.537470,1,1
9.380000,MAG,-0.28906725,-0.21288738,1.26663722,0.00000000,0.00000000,0.00000000,2.633190,3,1
9.380000,BARO,-1.42850909,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,7.824041,1,1
9.400000,MAG,0.36906034,-0.58559756,2.12342117,0.00000000,0.00000000,0.00000000,7.764900,3,1
9.400000,BARO,-0.08072396,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.025006,1,1
9.402500,GPS,1.68158810,-1.24735924,-1.59418138,-0.04951858,0.13118244,-0.28316077,5.942724,6,1
9.420000,MAG,0.22346333,-0.24099195,-0.16405153,0.00000000,0.00000000,0.00000000,0.191499,3,1
9.420000,BARO,-0.03962166,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.006001,1,1
9.440000,MAG,-0.34512983,-0.30229307,1.51245724,0.00000000,0.00000000,0.00000000,3.793762,3,1
9.440000,BARO,-0.25336793,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.245658,1,1
9.460000,MAG,-0.79184350,0.66823830,1.01036922,0.00000000,0.00000000,0.00000000,3.026682,3,1
9.460000,BARO,-0.08876200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.030180,1,1
9.480000,MAG,1.11638238,0.21334067,0.46402699,0.00000000,0.00000000,0.00000000,2.238653,3,1
9.480000,BARO,-0.36725362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.517127,1,1
9.500000,MAG,1.10434135,-0.78446371,1.91646373,0.00000000,0.00000000,0.00000000,8.595071,3,1
9.500000,BARO,-0.83885143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.700264,1,1
9.502500,GPS,-0.24913097,0.91267663,0.27110353,-0.18963686,0.17087064,0.21873361,3.495662,6,1
9.520000,MAG,0.93380548,1.12892966,0.59428800,0.00000000,0.00000000,0.00000000,3.581323,3,1
9.520000,BARO,-0.03201613,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.003918,1,1
9.540000,MAG,-0.59862820,0.21429792,2.38203097,0.00000000,0.00000000,0.00000000,9.120829,3,1
9.540000,BARO,0.37449552,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.536709,1,1
9.560000,MAG,0.16167386,0.76069404,1.82521447,0.00000000,0.00000000,0.00000000,5.909464,3,1
9.560000,BARO,0.07915935,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.024004,1,1
9.580000,MAG,0.26588885,0.61625869,0.44821163,0.00000000,0.00000000,0.00000000,0.950279,3,1
9.580000,BARO,0.55585966,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.184712,1,1
9.600000,MAG,0.73417628,-0.78601818,1.37806153,0.00000000,0.00000000,0.00000000,4.764146,3,1
9.600000,BARO,0.09686872,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.036010,1,1
9.602500,GPS,-1.85240001,1.00818497,-0.46273222,-0.06824686,0.42809345,-0.25447284,8.458537,6,1
9.620000,MAG,0.03616633,1.23070506,1.85793596,0.00000000,0.00000000,0.00000000,7.252335,3,1
9.620000,BARO,0.00606694,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000141,1,1
9.640000,MAG,-0.19677007,-0.20526345,-0.13760397,0.00000000,0.00000000,0.00000000,0.144173,3,1
9.640000,BARO,-0.43919581,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.737953,1,1
9.660000,MAG,-0.34855298,0.24872478,1.17801451,0.00000000,0.00000000,0.00000000,2.339261,3,1
9.660000,BARO,-0.61155836,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.432302,1,1
9.680000,MAG,0.51944651,-0.14824260,1.43702301,0.00000000,0.00000000,0.00000000,3.666545,3,1
9.680000,BARO,-0.39115569,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.586503,1,1
9.700000,MAG,-0.37396457,-0.55062178,2.14575525,0.00000000,0.00000000,0.00000000,7.729644,3,1
9.700000,BARO,-0.06450059,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.015962,1,1
9.702500,GPS,1.45495351,1.28150237,-2.88700464,-0.02967178,-0.13533444,0.56353784,15.876882,6,1
9.720000,MAG,-2.18799995,0.26332008,0.70771682,0.00000000,0.00000000,0.00000000,7.608290,3,1
9.720000,BARO,0.48507453,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.899175,1,1
9.740000,MAG,0.20792896,-1.43000370,0.77766658,0.00000000,0.00000000,0.00000000,4.048734,3,1
9.740000,BARO,0.18701890,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.133808,1,1
9.760000,MAG,-0.88051137,1.79132939,1.01250981,0.00000000,0.00000000,0.00000000,7.196833,3,1
9.760000,BARO,-0.05316431,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.010824,1,1
9.780000,MAG,0.30786685,0.41319257,0.73657388,0.00000000,0.00000000,0.00000000,1.211867,3,1
9.780000,BARO,1.04588230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.193109,1,1
9.800000,MAG,1.29008657,0.75557966,1.84703914,0.00000000,0.00000000,0.00000000,8.557845,3,1
9.800000,BARO,0.33099033,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.420321,1,1
9.802500,GPS,-0.27672739,-0.66991505,0.26845567,-0.19664175,-0.07659155,-0.10408015,1.822237,6,1
9.820000,MAG,0.28604729,-0.54785685,0.80040294,0.00000000,0.00000000,0.00000000,1.588839,3,1
9.820000,BARO,0.31059284,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.368660,1,1
9.840000,MAG,0.61942382,1.30411583,0.72751518,0.00000000,0.00000000,0.00000000,3.759014,3,1
9.840000,BARO,-0.95994481,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.525497,1,1
9.860000,MAG,-0.22795535,0.46676133,0.40458873,0.00000000,0.00000000,0.00000000,0.625022,3,1
9.860000,BARO,-0.24964319,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.238679,1,1
9.880000,MAG,1.30739950,-1.38211528,0.21032750,0.00000000,0.00000000,0.00000000,5.427139,3,1
9.880000,BARO,-0.35595604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.485711,1,1
9.900000,MAG,1.10953499,-0.85185636,1.17913774,0.00000000,0.00000000,0.00000000,5.177228,3,1
9.900000,BARO,0.13134179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.066187,1,1
9.902500,GPS,-2.13569339,-1.49957631,-1.16273357,-0.10172901,-0.36167147,0.03285498,6.960825,6,1
9.920000,MAG,-0.49868845,-0.22682384,1.04617368,0.00000000,0.00000000,0.00000000,2.072728,3,1
9.920000,BARO,0.18223367,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.126882,1,1
9.940000,MAG,-0.55117260,-0.89741866,1.18621709,0.00000000,0.00000000,0.00000000,3.765485,3,1
9.940000,BARO,-0.29238565,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.327000,1,1
9.960000,MAG,0.77542956,-0.08222153,1.50137155,0.00000000,0.00000000,0.00000000,4.439769,3,1
9.960000,BARO,0.99123599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.762221,1,1
9.980000,MAG,0.12264021,0.00566404,2.07818143,0.00000000,0.00000000,0.00000000,6.669533,3,1
9.980000,BARO,-0.89438922,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.065930,1,1
10.000000,MAG,-0.52830100,-1.25945070,1.16744619,0.00000000,0.00000000,0.00000000,4.853939,3,1
10.000000,BARO,0.81795791,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.566595,1,1
10.002500,GPS,-0.25909771,2.37422609,1.87334892,-0.15217556,0.04098326,0.21861301,6.039772,6,1
10.020000,MAG,0.11550845,0.01734580,1.19530918,0.00000000,0.00000000,0.00000000,2.217322,3,1
10.020000,BARO,0.83619147,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.671495,1,1
10.040000,MAG,1.03770845,-0.97864045,1.04479122,0.00000000,0.00000000,0.00000000,4.805141,3,1
10.040000,BARO,-0.39626238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.600623,1,1
10.060000,MAG,0.75512145,-0.13292771,0.00925891,0.00000000,0.00000000,0.00000000,0.856299,3,1
10.060000,BARO,-0.27034418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.279850,1,1
10.080000,MAG,1.47598658,0.90406614,1.04531539,0.00000000,0.00000000,0.00000000,6.049313,3,1
10.080000,BARO,0.38933408,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.580971,1,1
10.100000,MAG,0.49412500,-0.34247145,-0.78024063,0.00000000,0.00000000,0.00000000,1.425392,3,1
10.100000,BARO,0.27960168,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.299899,1,1
10.102500,GPS,1.04306759,1.60069880,-1.37940488,0.01414464,-0.02856861,0.15269674,3.187454,6,1
10.120000,MAG,-0.67560846,-0.06143517,-0.28170159,0.00000000,0.00000000,0.00000000,0.796250,3,1
10.120000,BARO,-0.33977814,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.441111,1,1
10.140000,MAG,0.81085955,-1.02891049,0.34308922,0.00000000,0.00000000,0.00000000,2.731428,3,1
10.140000,BARO,-0.08484418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.027536,1,1
10.160000,MAG,-1.30678070,0.18061174,0.96319787,0.00000000,0.00000000,0.00000000,3.848132,3,1
10.160000,BARO,0.17991307,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.123945,1,1
10.180000,MAG,-0.42017245,-0.61096555,1.09946656,0.00000000,0.00000000,0.00000000,2.662713,3,1
10.180000,BARO,1.29808536,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,6.458457,1,1
10.200000,MAG,1.02421595,-2.24707201,0.35416374,0.00000000,0.00000000,0.00000000,9.235898,3,1
10.200000,BARO,0.28560651,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.312928,1,1
10.202500,GPS,-2.70048715,1.07240206,1.78301082,0.01979023,0.33765341,0.02534877,7.822066,6,1
10.220000,MAG,0.75065774,-0.17316965,0.15016880,0.00000000,0.00000000,0.00000000,0.902462,3,1
10.220000,BARO,0.00482773,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000089,1,1
10.240000,MAG,0.99862060,-0.58401963,-0.05195245,0.00000000,0.00000000,0.00000000,1.947771,3,1
10.240000,BARO,-0.41600409,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.661886,1,1
